0.0390,0.0142,0.0323,0.0000,0.0142,0.0000,0.0000,0.0167,0.0000,0.0004,0.0085,0.0006,0.0044,0.0104,0.0000,0.0357,0.0029,0.0095,0.0026,0.0001,0.0023,0.0038,0.0002,0.0000,0.0013,0.0023,0.0223,0.0000
0.0000,0.1879,0.0060,0.0000,0.0142,0.0024,0.0000,0.0122,0.0116,0.0023,0.1795,0.0183,0.0059,0.0039,0.0066,0.0000,0.0085,0.0000,0.0154,0.0018,0.0000,0.0201,0.0017,0.0000,0.1507,0.0000,0.0107,0.0000
0.0000,0.0100,0.1155,0.0000,0.0142,0.0070,0.0000,0.0083,0.0000,0.0043,0.0069,0.0053,0.0020,0.0158,0.0000,0.0323,0.0171,0.0089,0.0029,0.0001,0.0000,0.0007,0.0131,0.0000,0.0020,0.0047,0.0035,0.0000
0.0000,0.0021,0.0045,0.0546,0.0000,0.0000,0.0000,0.0083,0.0000,0.0000,0.0000,0.0015,0.0000,0.0414,0.0000,0.0000,0.0000,0.0048,0.0016,0.0012,0.0000,0.0030,0.0026,0.0000,0.0000,0.0093,0.0048,0.0000
0.0000,0.0000,0.0028,0.0000,0.2553,0.0070,0.0000,0.0000,0.0000,0.0085,0.0000,0.0002,0.0083,0.0039,0.0000,0.0000,0.0085,0.0089,0.0002,0.0000,0.0022,0.0010,0.0022,0.0000,0.0000,0.0000,0.0053,0.0000
0.0000,0.0000,0.0000,0.0000,0.0000,0.1954,0.0000,0.0000,0.0045,0.0047,0.0000,0.0015,0.0000,0.0000,0.0022,0.0000,0.0000,0.0000,0.0014,0.0000,0.0023,0.0000,0.0024,0.0000,0.0000,0.0000,0.0049,0.0000
0.0026,0.0042,0.0023,0.0435,0.0142,0.0046,0.1171,0.0122,0.0000,0.0000,0.0154,0.0102,0.0015,0.0059,0.0022,0.0000,0.0227,0.0446,0.0043,0.0038,0.0023,0.0040,0.0077,0.0000,0.0000,0.0172,0.0005,0.0000
0.0026,0.0000,0.0002,0.0145,0.0000,0.0000,0.0000,0.0722,0.0000,0.0000,0.0000,0.0029,0.0020,0.0000,0.0000,0.0000,0.0000,0.0131,0.0000,0.0266,0.0000,0.0040,0.0045,0.0000,0.0000,0.0000,0.0009,0.0000
0.0000,0.0000,0.0017,0.0000,0.0071,0.0046,0.0000,0.0000,0.0866,0.0000,0.0000,0.0166,0.0158,0.0020,0.0022,0.0000,0.0000,0.0000,0.0014,0.0000,0.0022,0.0000,0.0000,0.0318,0.0020,0.0000,0.0071,0.0000
0.0026,0.0042,0.0062,0.0000,0.0248,0.0163,0.0000,0.0083,0.0116,0.0355,0.0085,0.0171,0.0009,0.0039,0.0133,0.0000,0.0000,0.0000,0.0052,0.0000,0.0000,0.0074,0.0112,0.0000,0.0039,0.0000,0.0045,0.0102
0.0026,0.0383,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1974,0.0046,0.0000,0.0020,0.0066,0.0000,0.0000,0.0000,0.0069,0.0000,0.0000,0.0010,0.0002,0.0000,0.0000,0.0000,0.0018,0.0000
0.0026,0.0079,0.0062,0.0000,0.0106,0.0000,0.0023,0.0250,0.0000,0.0053,0.0085,0.0092,0.0024,0.0039,0.0022,0.0000,0.0003,0.0268,0.0071,0.0018,0.0136,0.0024,0.0108,0.0000,0.0000,0.0000,0.0146,0.0000
0.0309,0.0477,0.0334,0.0145,0.1525,0.0536,0.0069,0.0526,0.0349,0.0120,0.0462,0.0406,0.0950,0.0089,0.0111,0.0000,0.0569,0.0982,0.0266,0.0107,0.0136,0.0254,0.0152,0.0631,0.0000,0.0093,0.0556,0.0000
0.0000,0.0016,0.0062,0.0725,0.0106,0.0000,0.0023,0.0500,0.0000,0.0000,0.0000,0.0092,0.0044,0.2713,0.0000,0.0000,0.0029,0.0274,0.0025,0.0459,0.0000,0.0301,0.0046,0.0000,0.0000,0.0032,0.0240,0.0408
0.0000,0.0063,0.0058,0.0000,0.0071,0.0116,0.0000,0.0083,0.0000,0.0017,0.0254,0.0027,0.0020,0.0020,0.0223,0.0000,0.0000,0.0000,0.0236,0.0036,0.0067,0.0136,0.0000,0.0000,0.0000,0.0000,0.0008,0.0000
0.0179,0.0042,0.0105,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0043,0.0020,0.0237,0.0022,0.0035,0.0000,0.0000,0.0000,0.0018,0.0023,0.0041,0.0022,0.0000,0.0000,0.0023,0.0106,0.0000
0.0000,0.0021,0.0008,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0061,0.0000,0.0039,0.0000,0.0000,0.0805,0.0000,0.0002,0.0018,0.0022,0.0030,0.0045,0.0000,0.0039,0.0000,0.0191,0.0000
0.0000,0.0000,0.0017,0.0435,0.0000,0.0000,0.0000,0.0262,0.0000,0.0000,0.0000,0.0027,0.0086,0.0099,0.0000,0.0000,0.0000,0.1529,0.0000,0.0017,0.0022,0.0000,0.0022,0.0000,0.0000,0.0023,0.0001,0.0612
0.0000,0.0037,0.0028,0.0000,0.0035,0.0093,0.0000,0.0167,0.0000,0.0035,0.0100,0.0050,0.0083,0.0059,0.0088,0.0000,0.0000,0.0089,0.0608,0.0000,0.0022,0.0030,0.0000,0.0000,0.0000,0.0023,0.0027,0.0000
0.0026,0.0000,0.0071,0.1112,0.0000,0.0000,0.0000,0.0045,0.0000,0.0000,0.0000,0.0013,0.0000,0.0113,0.0000,0.0000,0.0085,0.0137,0.0029,0.0763,0.0045,0.0311,0.0037,0.0000,0.0000,0.0268,0.0044,0.0215
0.0052,0.0005,0.0091,0.0000,0.0071,0.0559,0.0000,0.0122,0.0045,0.0021,0.0000,0.0022,0.0059,0.0005,0.0111,0.0000,0.0289,0.0000,0.0135,0.0000,0.0099,0.0117,0.0067,0.0265,0.0000,0.0000,0.0157,0.0102
0.0103,0.0000,0.0101,0.0000,0.0000,0.0210,0.0023,0.0045,0.0000,0.0028,0.0000,0.0087,0.0000,0.0005,0.0044,0.0000,0.0141,0.0000,0.0035,0.0089,0.0022,0.0283,0.0037,0.0000,0.0059,0.0032,0.0040,0.0000
0.0026,0.0005,0.0046,0.0000,0.0000,0.0000,0.0000,0.0045,0.0000,0.0002,0.0000,0.0034,0.0040,0.0296,0.0044,0.0000,0.0141,0.0137,0.0052,0.0197,0.0046,0.0012,0.0614,0.0000,0.0099,0.0070,0.0059,0.0057
0.0000,0.0000,0.0020,0.0000,0.0035,0.0140,0.0000,0.0000,0.0143,0.0021,0.0000,0.0015,0.0316,0.0020,0.0022,0.0000,0.0000,0.0000,0.0016,0.0018,0.0000,0.0010,0.0000,0.1393,0.0020,0.0000,0.0004,0.0000
0.0025,0.0310,0.0055,0.0000,0.0071,0.0000,0.0000,0.0000,0.0233,0.0023,0.0169,0.0214,0.0059,0.0099,0.0088,0.0000,0.0259,0.0089,0.0004,0.0000,0.0001,0.0005,0.0043,0.0000,0.1836,0.0000,0.0182,0.0000
0.0026,0.0000,0.0091,0.2595,0.0071,0.0000,0.1313,0.0083,0.0000,0.0021,0.0000,0.0102,0.0015,0.0449,0.0022,0.0000,0.0000,0.0000,0.0063,0.0492,0.0045,0.0007,0.0008,0.0090,0.0000,0.0925,0.0013,0.0000
0.0026,0.0116,0.0037,0.0000,0.0142,0.0116,0.0005,0.0161,0.0000,0.0171,0.0085,0.0180,0.0009,0.0232,0.0022,0.0000,0.0091,0.0220,0.0067,0.0001,0.0089,0.0309,0.0133,0.0090,0.0020,0.0023,0.0441,0.0850
0.0000,0.0000,0.0000,0.0145,0.0000,0.0000,0.0000,0.0122,0.0000,0.0000,0.0000,0.0000,0.0000,0.0039,0.0000,0.0000,0.0000,0.0185,0.0017,0.0000,0.0022,0.0000,0.0018,0.0000,0.0000,0.0000,0.0460,0.1803
